,contetnt,date,place,tags
798,"['블리스풀', '현재날씨해쨍쨍', '잔디', '마르는', '중', '바람', '때문에', '쌀쌀하지만', '햇빛이', '따땃', '작은', '댕댕이들', '많이', '놀고', '있어요', '큰댕댕이들도', '점점', '많아지고', '있어요', '입장과', '동시에', '놀이터', '입구와', '하이라이트에', '게재한', '블리스풀', '이용수칙을', '인지', '및', '동의한', '것으로', '간주합니다', '반려견의', '배변은', '꼭꼭', '치워주세요', '놀이터', '입장', '전까지', '리드줄', '필수', '놀이터', '이중문이', '동시에', '열리지', '않게', '유의해', '주시고', '문단속', '잘해주세요', '놀이터에서', '뛰거나', '소리지르는', '등의', '행동은', '삼가해주세요', '다', '드신', '음료컵', '찬기는', '카운터에', '꼭', '가져다', '주세요', '건강한', '애견문화를', '만드는', '데에', '동참해', '주세요']",2022-10-10,환상의 섬 Jeju Island,"['블리스풀', '현재날씨해쨍쨍']"
799,"['가을', '여행']",2022-10-10,,[]
800,"['어제는', '비가', '내렸지요', '그럼에도', '많은', '반려견칭구들과견주님들께서', '두리멍쉴을', '찾아주셨답니다', '감사합니다', '행복한', '두리멍쉴장이랍니다', '그래서', '어제는', '마감', '후', '직원님과', '함께즐거운', '저녁', '식사를', '했다지요', '두리멍쉴을', '찾아주시는', '루비', '견주님께서', '운영하시는', '조아저씨곱창', '에서용', '완전', '맛난', '곱창', '막창', '곱창은', '먹느냐고', '정신없어서', '못찍었는데진심', '존맛탱', '평생', '곱창', '많이', '먹어봤지만', '진심이랍니다', '막창', '인분', '혼자', '다', '먹구', '야채곱창에', '볶음밥', '치즈까지또', '먹고', '싶', '두리멍쉴', '인스타지만', '자신있게', '오늘만은', '별내', '청학리', '조아저씨곱창', '추천합니다욧', '꼭', '드셔보세요옴', '두리멍쉴', '애견카페', '애견놀이터', '의정부애견카페', '경기도애견카페', '포천애견카페', '별내애견카페', '동두천애견카페', '남양주애견카페', '서울근교애견카페', '애견동반카페', '애견운동장', '강아지운동장', '반려견놀이터', '소형견', '중형견', '대형견', '애견카페추천', '대형견가능카페', '의정부애견카페추천', '떡볶이맛집', '불멍', '불멍카페']",2022-10-10,두리멍쉴,"['두리멍쉴을', '조아저씨곱창', '별내', '청학리', '조아저씨곱창', '두리멍쉴', '애견카페', '애견놀이터', '의정부애견카페', '경기도애견카페', '포천애견카페', '별내애견카페', '동두천애견카페', '남양주애견카페', '서울근교애견카페', '애견동반카페', '애견운동장', '강아지운동장', '반려견놀이터', '소형견', '중형견', '대형견', '애견카페추천', '대형견가능카페', '의정부애견카페추천', '떡볶이맛집', '불멍', '불멍카페']"
801,"['오늘도', '잘', '놀았당']",2022-10-10,,[]
802,"['마루마루', '견생역전일기', '인천대공원', '뛰뛰나간', '마루마루', '신나게', '뛰어놀다가도', '부르면일단', '드러누워서', '만져달라고', '하는데', '아배한정이', '아니고', '아무한테나', '가서도', '드러눕는게', '함정', '너무', '씬나', '보여서', '어매가', '행복하다', '선물받은', '생귤탱귤', '스카프', '넘나', '잘어울려', '이뽀라', '견생역전일기', '마루마루', '인천대공원', '반려견놀이터', '누누스카프', '뛰뛰스타그램', '일상스타그램', '스트릿출신멍', '유기견입양', '사지마세요', '입양하세요', '끝까지책임져주세요']",2022-10-10,날씨좋은 날 인천대공원,"['견생역전일기', '마루마루', '인천대공원', '반려견놀이터', '누누스카프', '뛰뛰스타그램', '일상스타그램', '스트릿출신멍', '유기견입양', '사지마세요', '입양하세요', '끝까지책임져주세요', 'u', 'd']"
803,"['블리스풀', '월요일', '오픈', '월', '일', '월요일', '오픈했어요', '날씨', '점점', '좋아지고', '있어요', '입장과', '동시에', '놀이터', '입구와', '하이라이트에', '게재한', '블리스풀', '이용수칙을', '인지', '및', '동의한', '것으로', '간주합니다', '반려견의', '배변은', '꼭꼭', '치워주세요', '놀이터', '입장', '전까지', '리드줄', '필수', '놀이터', '이중문이', '동시에', '열리지', '않게', '유의해', '주시고', '문단속', '잘해주세요', '놀이터에서', '뛰거나', '소리지르는', '등의', '행동은', '삼가해주세요', '다', '드신', '음료컵', '찬기는', '카운터에', '꼭', '가져다', '주세요', '건강한', '애견문화를', '만드는', '데에', '동참해', '주세요']",2022-10-10,환상의 섬 Jeju Island,"['블리스풀', '월요일', '오픈', '월']"
804,"['아주', '이뻐', '죽겠다', '우리', '이삐들']",2022-10-10,문그로우농원,[]
805,"['개좋아', '네이버', '영수증', '리뷰', '이벤트', '운동장', '호텔', '유치원을', '이용', '해보신분께서는', '네이버', '개좋아를', '검색후', '플레이스', '영수증', '리뷰를', '남겨주신', '모든', '분께', '수제사료', '수제', '스테이크를', '드립니다', '바로', '올려주시고', '카운터에', '말씀', '해주시면', '되세요', '카톡플친', '개좋아호텔예약', '및', '기타문의', '유치원상담', '및', '교육문의', '주소', '파주시', '조리읍', '대원로', 'T맵', '카카오맵', '개좋아instagram', 'gajoa', 'kg이하', '반려견', '전용', '평', '반려견', '운동장', 'feat', '스페셜', '음료', '전', '직원', '반려견전문가', '반려견전문가쌤들이', '하는', '성향별', '맞춤케어', '반려견유치원', '시간', '전문가', '상주', '넉넉한', '개별', '호텔장', '소심이환영', '애동', '파주애견호텔', '파주애견카페', '파주애견유치원', '일산애견유치원', '일산애견호텔', '일산애카', '일산애견카페', '일산애견동반', '일산애견운동장', '일산애견놀이터', '파주애동', '일산핫플', '개육아', '반려견운동장', '반려견호텔', '반려견유치원', '반려견놀이터', '파주핫플', '파주애견동반', '애견동반', '멍팔환영', '멍팔', '멍친', '파주훈련사', '일산훈련사', '파주애견훈련', '파주반려견행동교정']",2022-10-10,경기도 파주,"['개좋아', '네이버', '애동', '파주애견호텔', '파주애견카페', '파주애견유치원', '일산애견유치원', '일산애견호텔', '일산애카', '일산애견카페', '일산애견동반', '일산애견운동장', '일산애견놀이터', '파주애동', '일산핫플', '개육아', '반려견운동장', '반려견호텔', '반려견유치원', '반려견놀이터', '파주핫플', '파주애견동반', '애견동반', '멍팔환영', '멍팔', '멍친', '파주훈련사', '일산훈련사', '파주애견훈련', '파주반려견행동교정']"
806,"['개좋아', '개좋아', '운동장오늘', '정상운영', '됩니다', '교육', '유치원상담', '하실분은', '미리', '연락부탁드립니다', '뜨아', '한잔', '하러', '오세용', '카톡플친', '개좋아호텔예약', '및', '기타문의', '유치원상담', '및', '교육문의', '주소', '파주시', '조리읍', '대원로', 'T맵', '카카오맵', '개좋아instagram', 'gajoa', 'kg이하', '반려견', '전용', '평', '반려견', '운동장', 'feat', '스페셜', '음료', '전', '직원', '반려견전문가', '반려견전문가쌤들이', '하는', '성향별', '맞춤케어', '반려견유치원', '시간', '전문가', '상주', '넉넉한', '개별', '호텔장', '소심이환영', '애동', '파주애견호텔', '파주애견카페', '파주애견유치원', '일산애견유치원', '일산애견호텔', '일산애카', '일산애견카페', '일산애견동반', '일산애견운동장', '일산애견놀이터', '파주애동', '일산핫플', '개육아', '반려견운동장', '반려견호텔', '반려견유치원', '반려견놀이터', '파주핫플', '파주애견동반', '애견동반', '멍팔환영', '멍팔', '멍친', '파주훈련사', '일산훈련사', '파주애견훈련', '파주반려견행동교정']",2022-10-10,경기도 파주,"['개좋아', '개좋아', '애동', '파주애견호텔', '파주애견카페', '파주애견유치원', '일산애견유치원', '일산애견호텔', '일산애카', '일산애견카페', '일산애견동반', '일산애견운동장', '일산애견놀이터', '파주애동', '일산핫플', '개육아', '반려견운동장', '반려견호텔', '반려견유치원', '반려견놀이터', '파주핫플', '파주애견동반', '애견동반', '멍팔환영', '멍팔', '멍친', '파주훈련사', '일산훈련사', '파주애견훈련', '파주반려견행동교정']"
807,"['멍뭉이들아', '안뇽', '오늘도', '비가', '예보돼있대', '날씨', '넘', '추운데', '따땃한', '허브펫하우스에서', '향긋한', '허브향', '맡고', '뛰뛰하자', '운영시간', '시', '시냄새안나는', '외부음식', '반입가능', '김밥', '샌드위치', '등', '만수', '시바', '진도', '블랙탄', '허브펫하우스', '용인', '반려견놀이터', '애견놀이터', '애견카페', '체험농장', '허브', '체험', '강이지', '에버랜드', '실내', '실외', '애견동반', '노키즈존', '포토존', '이쁜', '사진', '식물', '힐링', '수도권', '근교', '산책']",2022-10-10,,"['만수', '시바', '진도', '블랙탄', '허브펫하우스', '용인', '반려견놀이터', '애견놀이터', '애견카페', '체험농장', '허브', '체험', '강이지', '에버랜드', '실내', '실외', '애견동반', '노키즈존', '포토존', '이쁜', '사진', '식물', '힐링', '수도권', '근교', '산책']"
808,"['카페흐노니입니다', '오늘', '아침', '날씨', '너무', '좋아요', '낮에는', '날씨가', '어떻게', '될지', '모르겠지만', '비가', '안', '왔으면', '좋겠어요', '추워졌지만', '우리', '반려견들이', '놀기에는', '좋은', '날씨지요', '따뜻하게', '입고', '놀러오세요', '오늘도', '정상영업', '합니다', '카페흐노니', '흐노니카페', '강화도카페', '흐노니', '핸드드립', '모카포트', '야외테라스', '루프탑', '루프탑카페', '옥상', '잔디', '반려견동반가능', '반려견운동장', '반려견잔디운동장', '반려견놀이터', '애견놀이터', '애견운동장', '애견동반카페', '반려견동반카페', '강화도애견카페', '김포애견카페', '인천애견카페', '강화도']",2022-10-10,흐노니,"['카페흐노니', '흐노니카페', '강화도카페', '흐노니', '핸드드립', '모카포트', '야외테라스', '루프탑', '루프탑카페', '옥상', '잔디', '반려견동반가능', '반려견운동장', '반려견잔디운동장', '반려견놀이터', '애견놀이터', '애견운동장', '애견동반카페', '반려견동반카페', '강화도애견카페', '김포애견카페', '인천애견카페', '강화도']"
809,"['영흥도', '반려견놀이터', '놀다가시개', '사장님', '내친구', '해피의', '이모가', '손수', '구운', '쿠키를', '선물로', '주셔또', '바삭바삭', '고소하고', '코코넛도', '들고', '시나몬향도', '나는', '맛있는', '쿠키래', '나눈', '못머거봐서', '모르겠눈데', '옴마는', '마싰따고', '놀이터에서', '이틀내내', '먹도라', '옴마가', '먹보인걸', '알았눈지', '해피', '이모가', '옴마', '머그라고', '따로', '구워서', '예쁜', '상자에', '넣어서', '선물주셔또', '옴마는', '나는', '안주믄서', '왜', '내가', '사진찍어야대는지', '칫', '마시께드셔', '옴망', '해피', '이모', '감사해요', '내친구', '해피', 'pomeranian', 'happy', '놀다가시개', 'happy', 'choco', '말티즈', '포메라니안', '영흥도', '놀다가시개', '애견놀이터', '반려견놀이터', '오션뷰', '바다', '섬', '쿠키', '선물', '연휴', '여행', '힐링', '박', '일', '휴식', '인스타친구', '해피']",2022-10-09,,"['말티즈', '포메라니안', '영흥도', '놀다가시개', '애견놀이터', '반려견놀이터', '오션뷰', '바다', '섬', '쿠키', '선물', '연휴', '여행', '힐링', '박', '일', '휴식', '인스타친구', '해피']"
810,"['하부지의', '노익장', '우리아들', '떡실신할때까지', '뛰어뛰어', '엄마는', '이렇게', '첵스가', '뛰어놀때마다', '되게', '행복하면서도', '마음이', '찡하다', '한평생', '시골에서', 'm', '목줄에', '묶여', '사는', '친구들', '사람이', '남긴', '밥을', '먹어치우며', '살아야', '할', '친구들이', '자꾸', '눈에', '밟혀', '산책', '한번을', '못해본', '아이들', '또', '개장수가', '훔쳐가고', '불법도살의', '희생양이', '되고', '한평생', '뜬장에서', '살다', '죽어야', '나오는', '숱한', '목숨들', '첵스', '너의', '행복만', '온전하게', '즐기면', '좋겠지만', '엄마는', '해야할', '일이', '앞으로도', '더', '많을', '것', '같아', '그래야', '첵스한테도', '더', '좋은', '세상을', '물려줄', '수', '있을', '것', '같거든', '엄마는', '첵스가', '엄마한테', '알려준', '사랑을', '첵스', '뿐', '아니라', '다른', '친구들한테도', '갚으며', '살게', '첵스처럼', '한', '친구라도', '더', '맘껏', '뛰어놀', '수', '있도록', '이해해줄거지', '그래도', '엄마는', '네', '엄마야', '오로지', '첵스가', '나의', '온리원', '넘버원', '사랑해', '내', '새끼', '네이처독', '반려견놀이터', '뛰뛰', '믹스견은사랑입니다', '어독스', '사지말고입양하세요', '견종차별노노']",2022-10-09,네이처독,"['네이처독', '반려견놀이터', '뛰뛰', '믹스견은사랑입니다', '어독스', '사지말고입양하세요', '견종차별노노']"
811,"['할머니집', '가는', '길에', '들른', '행담도휴게소', '반려견놀이터뛰면서', '놀다가', '사람', '발', '빠질만한', '구덩이가', '있어서', '놀라서', '피했는데', '옆에', '개가', '빠질만한', '구덩이가', '또', '있어서', '사랑이가', '빠졌다', '그', '뒤로', '절뚝거려서', '깜짝', '놀라', '안고', '나왔다', '사람', '없어도', '놀이터', '관리', '좀', '다행히', '지금은', '괜찮은', '거', '같다', '그래도', '서해안', '탈', '때', '여기를', '안', '들를', '수가', '없네']",2022-10-09,모다아울렛 행담도점,"['행담도휴게소', '반려견놀이터뛰면서']"
812,"['영흥도', '애견놀이터', '놀다가시개', '탄', '마지막회', '놀다가시개앞', '영흥도펜션타운의', '족구장', '사무실', '사무실옆', '펜션동', '둘러보기', '해피야', '미앙해', '꼬미가', '워낙', '땅', '차지하는걸', '좋아해서', '이틀동안', '마킹', '좀', '많이', '해놔떠', '한동안', '꼬미', '생각', '많이', '날꺼야', '맨마지막', '사진과', '영상은', '해피랑', '가까이있으면', '어색머쓱타드한', '분위기', '해피가', '꼬미야', '너희', '옴마', '가방안에', '간식없뉘', '물으니', '꼬미는', '어색해서', '눈만', '꿈뻑꿈벅하는', '표정', '내', '친구', '해피야', '만나서', '방가워또', '건강하게', '지내다가', '또', '만나', '해피임오', '맛있는', '음식들', '꼬미', '많이', '예뻐해', '주셔서', '감사해융', '내친구', '해피', 'pomeranian', 'happy', '놀다가시개', 'happy', 'choco', '말티즈', '포메라니안', '영흥도', '놀다가시개', '애견놀이터', '카페', '반려견놀이터', '오션뷰', '바다', '서해', '영흥도펜션타운', '뷰맛집', '해피', '인스타친구', '사장님', '알바즈', '탐험', '부동산', '이땅', '다', '내꼬', '친해지길바래', '연휴', '휴식', '힐링']",2022-10-09,,"['말티즈', '포메라니안', '영흥도', '놀다가시개', '애견놀이터', '카페', '반려견놀이터', '오션뷰', '바다', '서해', '영흥도펜션타운', '뷰맛집', '해피', '인스타친구', '사장님', '알바즈', '탐험', '부동산', '이땅', '친해지길바래', '연휴', '휴식', '힐링']"
813,"['구미동락공원', '반려견놀이터', '못노는애들']",2022-10-09,,"['구미동락공원', '반려견놀이터', '못노는애들']"
814,"['녀부세여', '계세요']",2022-10-09,서울,[]
815,"['두부', '제로', '밤', '피크닉', '나왔어여']",2022-10-09,동락공원+,[]
816,"['더위많이타는', '하루랑', '누나는시원한', '저녁', '너무조타']",2022-10-09,,[]
817,"['토요일', '영흥도', '애견놀이터', '놀다가시개', '탄해피랑', '멍푸치노', '함께', '먹구나서는', '또꼼', '어색한게', '줄었지만', '그래도', '거리두기는', '여전', '두', '부끄럼쟁이들이', '그래두', '가끔', '쳐다두보구', '발전하는', '모습이', '보인다', '토욜', '낮에', '햇빛이', '강해서', '썬캡쓰고', '놀기', '옴마가', '내', '썬구리를', '안갖고와서', '눈이', '부시댜', '신나게', '돌아다니고', '놀다가', '그늘', '벤치에', '앉아', '바다', '냄새', '담은', '바람', '쐬며', '쉬기', '힐링', '그', '잡채', '내친구', '해피', 'pomeranian', 'happy', '놀다가시개', 'happy', 'choco', '말티즈', '포메라니안', '애견놀이터', '반려견놀이터', '영흥도', '놀다가시개', '영흥도펜션타운', '멍푸치노', '떡볶이', '커피', '코코아', '썬캡', '인스타친구', '해피', '연휴', '연휴시작', '토요일', '한글날연휴', '여행', '서해', '섬', '대부도', '선재도']",2022-10-09,,"['말티즈', '포메라니안', '애견놀이터', '반려견놀이터', '영흥도', '놀다가시개', '영흥도펜션타운', '멍푸치노', '떡볶이', '커피', '코코아', '썬캡', '인스타친구', '해피', '연휴', '연휴시작', '토요일', '한글날연휴', '여행', '서해', '섬', '대부도', '선재도']"
818,"['토요일', '영흥도', '반려견놀이터', '놀다가시개', '탄펜션에서', '편하게', '자구', '아침부터', '놀다가시개로', '달려가', '내칭구', '해피랑', '또', '놀아쪄', '어제보다는', '좀', '어색한게', '덜해찌만', '그래두', '막', '친해지지는', '않아쪄', '해피', '이모가', '우리', '멍푸치노', '만드러', '주셨눈데', '옴총', '마시떠더', '코박고', '머거써', '나두', '쩝쩝쩝', '잘', '머거찌만', '해피는', '진촤', '잘', '먹또라', '마지막', '사진은', '멍푸치노', '머꾸', '입주변', '털에', '묻은게', '귀욥따구', '찍은', '사진', '내친구', '해피', 'pomeranian', 'happy', '놀다가시개', 'happy', 'choco', '말티즈', '포메라니안', '애견놀이터', '반려견놀이터', '영흥도', '놀다가시개', '멍푸치노맛집', '뷰맛집', '인스타친구', '해피', '놀이기구', '잔디', '풀', '연휴', '여행', '바다']",2022-10-09,,"['말티즈', '포메라니안', '애견놀이터', '반려견놀이터', '영흥도', '놀다가시개', '멍푸치노맛집', '뷰맛집', '인스타친구', '해피', '놀이기구', '잔디', '풀', '연휴', '여행', '바다']"
819,"['날', '좋은날', '골드랑', '둘이서', '데튜', '생태공원', '반려견놀이터', '넘', '좋은뎅', '멈무들없을때', '또가장', '골드', '골드일상', '문암생태공원', '반려견놀이터']",2022-10-09,,"['골드', '골드일상', '문암생태공원', '반려견놀이터']"
820,"['프로그램', '월', '일', '수제간식', '만들기', '프로그램이', '진행되었습니다', '이번', '프로그램은', '재료가', '단호박에서', '고구마로', '변경되었어요그리고', '유기견지원센터', '입소견이였던', '양갱이와댕드컵', '엄빠를', '찾아서의', '달인', '아련이까지', '참여해주었어요', '오산반려동물테마파크', '수제간식만들기', '프로그램은둘째주', '넷째주', '토요일', '에', '진행됩니다', '신청방법www', 'osan', 'go', 'kr', 'petpark', '홈페이지', '프로그램', '신청', '행사프로그램신청은', '홈페이지', '접수만', '받으며궁금하신', '점은', '오산반려동물테마파크', '창업지원센터', '로', '문의주시기', '바랍니다', '많은', '관심과', '신청', '부탁드립니다']",2022-10-09,오산반려동물테마파크,"['프로그램', '월', '오산반려동물테마파크', '수제간식만들기']"
821,"['가족이되어주세요모래놀이터에서', '딩굴댕굴', '굴러다니는', '밤송이', '누워서', '찍었는데도', '굴욕없이', '잘생겼죠', '밤송이에게', '좋은', '가족이', '되어주실', '분을', '기다리고', '있습니다', '입양문의', 'osan', 'pet', 'center', 'www', 'osan', 'go', 'kr', 'petpark']",2022-10-09,오산반려동물테마파크,['가족이되어주세요모래놀이터에서']
822,"['우리꾸러기들', '펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']",2022-10-09,,"['펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']"
823,"['우리꾸러기들', '펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']",2022-10-09,,"['펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']"
824,"['우리꾸러기들', '펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']",2022-10-09,,"['펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']"
825,"['우리꾸러기들', '펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']",2022-10-09,,"['펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']"
826,"['우리꾸러기들', '펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']",2022-10-09,,"['펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']"
827,"['우리꾸러기들', '펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']",2022-10-09,,"['펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']"
828,"['우리꾸러기들', '펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']",2022-10-09,,"['펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']"
829,"['우리미소천사들', '펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']",2022-10-09,,"['펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']"
830,"['우리미소천사들', '펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']",2022-10-09,,"['펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']"
831,"['우리꾸러기들', '펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']",2022-10-09,,"['펫츠하우스애견유치원', '펫츠하우스', '양주애견유치원', '양주애견호텔', '양주애견돌봄', '의정부애견유치원', '의정부애견돌봄', '의정부애견호텔', '포천애견유치원', '애견호텔', '애견돌봄', '애견유치원', '반려견놀이터', '반려견은사랑입니다', '댕댕이', '개린이']"
832,"['블리스풀', '퍼푸치노전용', '컵이', '도착하지', '않아서', '도착하는대로', '퍼푸치노', '시작할게요', '퍼푸치노', '고구마', '퍼푸치노이렇게', '두가지', '준비할게요', '일반', '퍼푸치노에는', '기본', '펫밀크', '몽실몽실', '거품', '위에', '황태가루', '토핑', '고구마', '퍼푸치노에는', '고구마', '펫밀크', '몽실몽실', '거품', '위에', '고구마', '토핑', '전용', '컵이', '도착하면', '다시', '알려드릴게요']",2022-10-09,환상의 섬 Jeju Island,"['블리스풀', '퍼푸치노전용']"
833,"['블리스풀', '내이름은백마리해맑', '마리랑', '뛰뛰할', '친구', '어서', '오시개', '킹찰스스파니엘', 'kingcharlescavalier', '입장과', '동시에', '놀이터', '입구와', '하이라이트에', '게재한', '블리스풀', '이용수칙을', '인지', '및', '동의한', '것으로', '간주합니다', '반려견의', '배변은', '꼭꼭', '치워주세요', '놀이터', '입장', '전까지', '리드줄', '필수', '놀이터', '이중문이', '동시에', '열리지', '않게', '유의해', '주시고', '문단속', '잘해주세요', '놀이터에서', '뛰거나', '소리지르는', '등의', '행동은', '삼가해주세요', '다', '드신', '음료컵', '찬기는', '카운터에', '꼭', '가져다', '주세요', '건강한', '애견문화를', '만드는', '데에', '동참해', '주세요']",2022-10-09,환상의 섬 Jeju Island,"['블리스풀', '내이름은백마리해맑', '마리랑', '킹찰스스파니엘', 'kingcharlescavalier', '입장과']"
834,"['개방지축', '급벙', '하늘도', '엄청', '푸르고시원한', '바람도', '불고우다다도', '신나게', '하고좋은', '날', '또', '놀러오세요', '김해', '장유', '창원', '반려견', '반려견놀이터', '강아지놀이터', '애견놀이터', '반려견운동장', '강아지운동장', '애견운동장', '애견카페', '실외놀이터', '실내놀이터', '대청계곡', '옹달샘', '장유옹달샘', '김해옹달샘', '소형견', '중형견', '대형견', '천연잔디', '산책', '힐링', '소풍', '공간대여', '유기견봉사', '개방지축', '호두언니']",2022-10-09,장유 대청계곡,"['김해', '장유', '창원', '반려견', '반려견놀이터', '강아지놀이터', '애견놀이터', '반려견운동장', '강아지운동장', '애견운동장', '애견카페', '실외놀이터', '실내놀이터', '대청계곡', '옹달샘', '장유옹달샘', '김해옹달샘', '소형견', '중형견', '대형견', '천연잔디', '산책', '힐링', '소풍', '공간대여', '유기견봉사', '개방지축', '호두언니']"
835,"['비오는날', '반려견놀이터에서', '룰루랄라하는', '울흰둥이', '비오는날', '비오는주말', '주말', '일요일', '일요일오전', '놀이터', '반려견놀이터', '분당', '율동공원', '진도믹스', '진도개', '진도견', '진도리버', '믹스견', '믹스견만석', '반려견', '대형견', '반려견산책', '대형견산책', '반려견동반', '대형견동반', '개친구', '개동생', '멍멍이들', '멍스타그램', '인스타독', '반려동물', '인스타펫', '펫스타그램', '견주일상']",2022-10-09,율동공원 Yuldong Park,"['비오는날', '비오는주말', '주말', '일요일', '일요일오전', '놀이터', '반려견놀이터', '분당', '율동공원', '진도믹스', '진도개', '진도견', '진도리버', '믹스견', '믹스견만석', '반려견', '대형견', '반려견산책', '대형견산책', '반려견동반', '대형견동반', '개친구', '개동생', '멍멍이들', '멍스타그램', '인스타독', '반려동물', '인스타펫', '펫스타그램', '견주일상']"
